,datetime,f1,f2,f3,f4,Temp,label
0,1997-11-11 14:00:00,3.9870266802238024,5.194140385501821,10.01784983871684,10.812540479249808,7.464999999999999,0.0
1,1997-11-11 15:00:00,4.050453413807354,5.156154244997172,10.214089414837389,10.806403711000431,7.7950000000000035,0.0
2,1997-11-11 16:00:00,3.9912373656463243,5.166506674685791,10.347106429344715,10.839854451949268,8.129999999999999,0.0
3,1997-11-11 17:00:00,3.990013679009238,5.152176687569677,10.217715082782291,10.840735140132722,8.290000000000001,0.0
4,1997-11-11 19:00:00,4.005077122186973,5.177116680116077,10.029935218801572,10.771591083988332,7.890000000000001,0.0
5,1997-11-11 22:00:00,3.989068860077869,5.1824987979168435,10.149279181129868,10.806490254900904,7.355000000000001,0.0
6,1997-11-12 01:00:00,3.9827661158191003,5.213193321374248,10.290685158497515,11.066468552894682,6.83,0.0
7,1997-11-12 02:00:00,3.9808069550354506,5.190234988560122,10.114956996986155,10.825843176992167,6.575,0.0
8,1997-11-12 03:00:00,4.001932231207731,5.215047999704729,10.129088571464814,10.875236031235364,6.235000000000001,0.0
9,1997-11-12 06:00:00,3.998716860586705,5.151585467248868,10.045248685219262,11.118595844587986,5.165,0.0
10,1997-11-12 07:00:00,4.025127353798104,5.162612789249674,10.185877638583761,10.71709534305175,4.785,0.0
11,1997-11-12 08:00:00,3.9979009615234737,5.140442625723698,10.179069804805467,10.837677522362782,4.465000000000002,0.0
12,1997-11-12 09:00:00,4.044596153536579,5.224045547437871,10.206702280539933,10.886176343798876,4.175,0.0
13,1997-11-12 11:00:00,3.97317857913411,5.13700980783208,10.025529296277078,10.782923634892951,3.9899999999999998,0.0
14,1997-11-12 12:00:00,4.026508467383429,5.143689687085981,9.988717636956173,10.836918178126837,4.165000000000001,0.0
15,1997-11-12 13:00:00,4.021040609631226,5.1694595310259235,10.06257496001132,10.83296795706648,4.720000000000001,0.0
16,1997-11-12 14:00:00,3.9425897857350676,5.124041908380687,10.223704272811217,10.636847219675651,5.595000000000001,0.0
17,1997-11-12 15:00:00,4.005507434537699,5.086225956242342,10.0338036289086,10.740882192580806,6.300000000000001,0.0
18,1997-11-12 17:00:00,3.997048599362031,5.133769362785135,10.018305313023824,10.617245773400011,6.599999999999999,0.0
19,1997-11-12 18:00:00,4.011462545236744,5.119629494121638,10.189309757458126,10.749997574822855,6.5,0.0
20,1997-11-12 19:00:00,3.996114616751776,5.190856703978363,10.099696243634767,10.96009947864089,6.375000000000002,0.0
21,1997-11-12 20:00:00,4.006237657221362,5.178491422607315,10.0042324889312,10.890932378288086,6.17,0.0
22,1997-11-12 21:00:00,3.9941998819317774,5.1773154583281356,10.02523065216518,11.020984250678355,6.074999999999999,0.0
23,1997-11-12 22:00:00,4.040202158642466,5.1859315688906635,10.054992163273903,10.816675433505518,5.905000000000002,0.0
